Generation 1
1250	0.819646871	0.78575621	0.121451105	0.359466639	0.288743489	0.101693754	0.204920719
879	0.1741569	0.426833572	0.188423557	0.059741357	0.812875691	0.630673909	0.222607273
657	0.588492909	0.277444429	0.850195589	0.730859069	0.062388551	0.404336278	0.387216483
1028	0.54464625	0.568834419	0.361283686	0.416939913	0.69678897	0.443770029	0.059235421
581	0.537044537	0.665533855	0.846358752	0.95629248	0.946635703	0.788714016	0.726438857
1004	0.19412753	0.514121654	0.122408142	0.164409952	0.350828267	0.165122229	0.477020458
887	0.229115961	0.887599822	0.401217286	0.617416082	0.505250962	0.845862928	0.676197704
432	0.183101854	0.129198331	0.385056154	0.332932299	0.099232151	0.413068817	0.632842162
498	0.861045185	0.027753442	0.924437146	0.517165793	0.190784816	0.13711724	0.488191341
974	0.016311909	0.669553268	0.393595826	0.321760787	0.171973925	0.177130227	0.059846152
452	0.412156406	0.018098172	0.145215664	0.327855838	0.375902476	0.44046053	0.931412537
913	0.841377797	0.872269269	0.2431403	0.222770303	0.007264761	0.966036579	0.285332473
912	0.608707244	0.814364177	0.442875193	0.618165625	0.916134718	0.815362369	0.045705038
980	0.822692855	0.87022446	0.802232702	0.284481346	0.175201318	0.717104796	0.817899372
820	0.047644921	0.742885673	0.556819493	0.876209123	0.315938622	0.775835493	0.01090196
627	0.610443187	0.130131639	0.475397631	0.778211583	0.305004452	0.519979136	0.618312945

Generation 2
1250	0.819646871	0.78575621	0.121451105	0.359466639	0.288743489	0.101693754	0.204920719
1028	0.54464625	0.568834419	0.361283686	0.416939913	0.69678897	0.443770029	0.059235421
1004	0.19412753	0.514121654	0.122408142	0.164409952	0.350828267	0.165122229	0.477020458
980	0.822692855	0.87022446	0.802232702	0.284481346	0.175201318	0.717104796	0.817899372
974	0.016311909	0.669553268	0.393595826	0.321760787	0.171973925	0.177130227	0.059846152
913	0.841377797	0.872269269	0.2431403	0.222770303	0.007264761	0.966036579	0.285332473
912	0.608707244	0.814364177	0.442875193	0.618165625	0.916134718	0.815362369	0.045705038
887	0.229115961	0.887599822	0.401217286	0.617416082	0.505250962	0.845862928	0.676197704
879	0.1741569	0.426833572	0.188423557	0.059741357	0.812875691	0.630673909	0.222607273
820	0.047644921	0.742885673	0.556819493	0.876209123	0.315938622	0.775835493	0.01090196
657	0.588492909	0.277444429	0.850195589	0.730859069	0.062388551	0.404336278	0.387216483
627	0.610443187	0.130131639	0.475397631	0.778211583	0.305004452	0.519979136	0.618312945
1094	0.6803462863047809	0.7159271680936254	0.5764878870358566	0.352293799623506	0.44222925936254975	0.5771704630936255	0.429499699874502
889	0.5406881924515266	0.8784793855993572	0.611712790916979	0.4426565526588109	0.3320058355297268	0.7782769776197107	0.7505777975404392
913	0.5046083860987903	0.6900192093830645	0.4582085799032258	0.2237194107298387	0.2640770522721775	0.43777490826411286	0.645398147375
662	0.6002427327858508	0.5895354488699809	0.6134357412294456	0.6653546579560229	0.558638713080306	0.6432501052734225	0.1887088744340344

Generation 3
1250	0.819646871	0.78575621	0.121451105	0.359466639	0.288743489	0.101693754	0.204920719
1094	0.6803462863047809	0.7159271680936254	0.5764878870358566	0.352293799623506	0.44222925936254975	0.5771704630936255	0.429499699874502
1028	0.54464625	0.568834419	0.361283686	0.416939913	0.69678897	0.443770029	0.059235421
1004	0.19412753	0.514121654	0.122408142	0.164409952	0.350828267	0.165122229	0.477020458
980	0.822692855	0.87022446	0.802232702	0.284481346	0.175201318	0.717104796	0.817899372
974	0.016311909	0.669553268	0.393595826	0.321760787	0.171973925	0.177130227	0.059846152
913	0.841377797	0.872269269	0.2431403	0.222770303	0.007264761	0.966036579	0.285332473
913	0.5046083860987903	0.6900192093830645	0.4582085799032258	0.2237194107298387	0.2640770522721775	0.43777490826411286	0.645398147375
912	0.608707244	0.814364177	0.442875193	0.618165625	0.916134718	0.815362369	0.045705038
889	0.5406881924515266	0.8784793855993572	0.611712790916979	0.4426565526588109	0.3320058355297268	0.7782769776197107	0.7505777975404392
887	0.229115961	0.887599822	0.401217286	0.617416082	0.505250962	0.845862928	0.676197704
879	0.1741569	0.426833572	0.188423557	0.059741357	0.812875691	0.630673909	0.222607273
726	0.5258133959341554	0.6258368474491179	0.4068748390827641	0.3260536077075439	0.4932516279672839	0.44095006752041993	0.33495235514753996
930	0.5566292948143536	0.7521576260771167	0.4505460873795316	0.4208344504089549	0.5899272392002728	0.6264651900126768	0.34571589216952053
1349	0.6842216762807831	0.7115629187681608	0.3057118614672849	0.3256071701200412	0.3724532653029366	0.6894317292318393	0.16558606936476042
890	0.5046083860987903	0.6900192093830645	0.4582085799032258	0.2237194107298387	0.2640770522721775	0.43777490826411286	0.645398147375

Generation 4
1349	0.6842216762807831	0.7115629187681608	0.3057118614672849	0.3256071701200412	0.3724532653029366	0.6894317292318393	0.16558606936476042
1250	0.819646871	0.78575621	0.121451105	0.359466639	0.288743489	0.101693754	0.204920719
1094	0.6803462863047809	0.7159271680936254	0.5764878870358566	0.352293799623506	0.44222925936254975	0.5771704630936255	0.429499699874502
1028	0.54464625	0.568834419	0.361283686	0.416939913	0.69678897	0.443770029	0.059235421
1004	0.19412753	0.514121654	0.122408142	0.164409952	0.350828267	0.165122229	0.477020458
980	0.822692855	0.87022446	0.802232702	0.284481346	0.175201318	0.717104796	0.817899372
974	0.016311909	0.669553268	0.393595826	0.321760787	0.171973925	0.177130227	0.059846152
930	0.5566292948143536	0.7521576260771167	0.4505460873795316	0.4208344504089549	0.5899272392002728	0.6264651900126768	0.34571589216952053
913	0.841377797	0.872269269	0.2431403	0.222770303	0.007264761	0.966036579	0.285332473
913	0.5046083860987903	0.6900192093830645	0.4582085799032258	0.2237194107298387	0.2640770522721775	0.43777490826411286	0.645398147375
912	0.608707244	0.814364177	0.442875193	0.618165625	0.916134718	0.815362369	0.045705038
890	0.5046083860987903	0.6900192093830645	0.4582085799032258	0.2237194107298387	0.2640770522721775	0.43777490826411286	0.645398147375
806	0.2802274388357925	0.7099009849179194	0.4214129179553384	0.3701528599886177	0.37612128960412483	0.39660581292530955	0.19947790533910403
949	0.7493549942488559	0.7472464947742397	0.21709087432449686	0.3418920243331803	0.3321926957074496	0.40675667381060066	0.18450423482995837
1424	0.41550912985002647	0.767634724763646	0.32079990907472183	0.27386555017329095	0.09228157379067303	0.5588321344594595	0.16894472702543717
1222	0.6238583871698681	0.6498359950148291	0.3297454481814755	0.36510656418003173	0.5127212940907284	0.5831884697289655	0.11959176287802348

Generation 5
1424	0.41550912985002647	0.767634724763646	0.32079990907472183	0.27386555017329095	0.09228157379067303	0.5588321344594595	0.16894472702543717
1349	0.6842216762807831	0.7115629187681608	0.3057118614672849	0.3256071701200412	0.3724532653029366	0.6894317292318393	0.16558606936476042
1250	0.819646871	0.78575621	0.121451105	0.359466639	0.288743489	0.101693754	0.204920719
1222	0.6238583871698681	0.6498359950148291	0.3297454481814755	0.36510656418003173	0.5127212940907284	0.5831884697289655	0.11959176287802348
1094	0.6803462863047809	0.7159271680936254	0.5764878870358566	0.352293799623506	0.44222925936254975	0.5771704630936255	0.429499699874502
